"plast","plast_2","JSD","pos_cycle","network","JSD_id"
0.0448,0.162,0.329839373026608,3,"Randomization/NRF2",-2
0.0193,0.116,0.426658786149368,2,"Randomization/NRF2",-1
0.0395,0.1675,0.359865883374993,3,"Randomization/NRF2",-2
0.0242,0.1316,0.427131581393201,4,"Randomization/NRF2",-1
0.1364,0.4753,0.540547632726163,7,"Randomization/NRF2",-1
0.091,0.2735,0.465069968084162,6,"Randomization/NRF2",-1
0.1112,0.4154,0.39767200373076,5,"Randomization/NRF2",-1
0.1217,0.3779,0.333531167929352,5,"Randomization/NRF2",-2
0.1415,0.4259,0.374439643150202,7,"Randomization/NRF2",-1
0.0797,0.2796,0.362456940284854,6,"Randomization/NRF2",-2
0.1353,0.4381,0.385359247201461,7,"Randomization/NRF2",-1
0.0463,0.1547,0.334819122857987,5,"Randomization/NRF2",-2
0.048,0.2012,0.453803186821651,4,"Randomization/NRF2",-1
0.045,0.1812,0.39826062831557,4,"Randomization/NRF2",-1
0.0562,0.2149,0.41632182796822,6,"Randomization/NRF2",-1
0.047,0.1594,0.397959352885093,5,"Randomization/NRF2",-1
0.0676,0.2262,0.439133848883864,6,"Randomization/NRF2",-1
0.0269,0.1194,0.37847907337383,3,"Randomization/NRF2",-1
0.0309,0.126,0.362408492188067,3,"Randomization/NRF2",-2
0.0436,0.149,0.380172061080953,5,"Randomization/NRF2",-1
0.0705,0.2407,0.457987402636744,6,"Randomization/NRF2",-1
0.0495,0.154,0.358354820106144,5,"Randomization/NRF2",-2
0.0701,0.2042,0.378831364730954,6,"Randomization/NRF2",-1
0.0461,0.1778,0.35024834838043,4,"Randomization/NRF2",-2
0.0293,0.1262,0.384875102176102,3,"Randomization/NRF2",-1
0.0462,0.194,0.380002446721454,4,"Randomization/NRF2",-1
0.0434,0.1812,0.407911192519525,4,"Randomization/NRF2",-1
0.0304,0.12,0.364943533433372,3,"Randomization/NRF2",-2
0.0492,0.1712,0.32290425339939,4,"Randomization/NRF2",-2
0.0426,0.145,0.37788388658885,5,"Randomization/NRF2",-1
0.0616,0.204,0.353077632479507,6,"Randomization/NRF2",-2
0.0413,0.1459,0.368404767961186,5,"Randomization/NRF2",-1
0.2317,0.402,0.568728469007397,6,"Randomization/NRF2",-1
0.4373,0.6566,0.501805329398841,7,"Randomization/NRF2",-1
0.4741,0.6419,0.410306133494016,7,"Randomization/NRF2",-1
0.4864,0.6405,0.429874752916363,7,"Randomization/NRF2",-1
0.2148,0.4122,0.408618471861771,6,"Randomization/NRF2",-1
0.4766,0.6622,0.430106137144035,7,"Randomization/NRF2",-1
0.2252,0.3652,0.539857500727677,6,"Randomization/NRF2",-1
0.2451,0.3964,0.55419836163469,6,"Randomization/NRF2",-1
0.2326,0.3919,0.532081738863538,6,"Randomization/NRF2",-1
0.5113,0.6516,0.628571001428486,7,"Randomization/NRF2",-1
0.2381,0.3921,0.524635270235768,6,"Randomization/NRF2",-1
0.495,0.617,0.152389394600769,7,"Randomization/NRF2",-2
0.4778,0.6121,0.0572194566908039,7,"Randomization/NRF2",-3
0.2247,0.3922,0.167130579583809,6,"Randomization/NRF2",-2
0.4664,0.6312,0.141042577804757,7,"Randomization/NRF2",-2
0.4734,0.6322,0.174206489724323,7,"Randomization/NRF2",-2
0.2377,0.3819,0.11227744066504,6,"Randomization/NRF2",-3
0.49,0.608,0.0393763003371927,7,"Randomization/NRF2",-4
0.2434,0.3962,0.154856050897786,6,"Randomization/NRF2",-2
0.4926,0.6227,0.120532435454174,7,"Randomization/NRF2",-3
0.2271,0.3939,0.107511913105812,6,"Randomization/NRF2",-3
0.0609,0.1845,0.451580653171442,5,"Randomization/NRF2",-1
0.0653,0.1988,0.436990152448536,5,"Randomization/NRF2",-1
0.074,0.2149,0.427073171849553,5,"Randomization/NRF2",-1
0.1892,0.3724,0.554530734735592,6,"Randomization/NRF2",-1
0.076,0.2026,0.412887133874088,5,"Randomization/NRF2",-1
0.1744,0.3283,0.423880613426717,6,"Randomization/NRF2",-1
0.1546,0.3166,0.401781845277046,6,"Randomization/NRF2",-1
0.0621,0.1935,0.430561562465683,5,"Randomization/NRF2",-1
0.151,0.3233,0.469092880629294,6,"Randomization/NRF2",-1
0.1642,0.3307,0.501049545491756,6,"Randomization/NRF2",-1
0.0664,0.1841,0.400935418576202,5,"Randomization/NRF2",-1
0.166,0.3132,0.379338409400015,6,"Randomization/NRF2",-1
0.072,0.1958,0.407447396832804,5,"Randomization/NRF2",-1
0.1621,0.3211,0.403519560154885,6,"Randomization/NRF2",-1
0.0682,0.2127,0.389740755639898,5,"Randomization/NRF2",-1
0.0745,0.1885,0.444145189954631,5,"Randomization/NRF2",-1
0.059,0.1739,0.434305611873412,5,"Randomization/NRF2",-1
0.1832,0.3275,0.559493202333679,6,"Randomization/NRF2",-1
0.055,0.1594,0.43721822003571,5,"Randomization/NRF2",-1
0.0584,0.1562,0.457876834807157,5,"Randomization/NRF2",-1
0.1885,0.3502,0.563577538662146,6,"Randomization/NRF2",-1
0.0653,0.1688,0.41408080835181,5,"Randomization/NRF2",-1
0.1917,0.3627,0.548714914411693,6,"Randomization/NRF2",-1
0.0673,0.1816,0.424203005984876,5,"Randomization/NRF2",-1
0.2028,0.3544,0.556500243651573,6,"Randomization/NRF2",-1
0.1706,0.319,0.21689328813669,6,"Randomization/NRF2",-2
0.0743,0.1901,0.326231779545751,5,"Randomization/NRF2",-2
0.172,0.306,0.244197375864798,6,"Randomization/NRF2",-2
0.0572,0.1623,0.289134503304716,5,"Randomization/NRF2",-2
0.1596,0.2829,0.170643737725928,6,"Randomization/NRF2",-2
0.0625,0.1732,0.310115970550658,5,"Randomization/NRF2",-2
0.0632,0.1699,0.303890300597431,5,"Randomization/NRF2",-2
0.1602,0.3056,0.262415374781944,6,"Randomization/NRF2",-2
0.0611,0.1597,0.283000198792912,5,"Randomization/NRF2",-2
0.0777,0.1915,0.295692573169149,5,"Randomization/NRF2",-2
0.2268,0.5642,0.37915222842752,7,"Randomization/NRF2",-1
0.5215,0.6216,0,8,"Randomization/NRF2",-Inf
0.1166,0.1738,0.274732735294767,3,"Randomization/OCT4",-2
0.1138,0.1698,0.27368725011872,3,"Randomization/OCT4",-2
0.0712,0.1356,0.271465750639035,2,"Randomization/OCT4",-2
0.0618,0.1192,0.0801410971072211,2,"Randomization/OCT4",-3
0.0594,0.1172,0.0813826240489605,2,"Randomization/OCT4",-3
0.1273,0.1827,0.0918684732874496,3,"Randomization/OCT4",-3
0.1317,0.3476,0.0558917621536404,3,"Randomization/OCT4",-3
0.2013,0.5742,0.174457742634747,4,"Randomization/OCT4",-2
0.056,0.2291,0.228041406524436,3,"Randomization/OCT4",-2
0.0396,0.2113,0.246144355368083,2,"Randomization/OCT4",-2
0.0435,0.1807,0.419143469547053,3,"Randomization/OCT4",-1
0.0292,0.1374,0.190685912466883,2,"Randomization/OCT4",-2
0.1104,0.4304,0.234825245814969,4,"Randomization/OCT4",-2
0.0947,0.3679,0.10949178689347,3,"Randomization/OCT4",-3
0.0926,0.3598,0.112884780271925,3,"Randomization/OCT4",-3
0.084,0.256,0.154850090186403,2,"Randomization/OCT4",-2
0.0918,0.3126,0.151154079126,3,"Randomization/OCT4",-2
0.0662,0.2432,0.35872189009561,2,"Randomization/OCT4",-2
0.1105,0.3116,0.114482645585878,3,"Randomization/OCT4",-3
0.1225,0.4601,0.165147392150386,3,"Randomization/OCT4",-2
0.1836,0.4887,0.0501640525342882,4,"Randomization/OCT4",-3
0.1941,0.5049,0.0547533773580506,4,"Randomization/OCT4",-3
0.0656,0.2777,0.237705162369608,2,"Randomization/OCT4",-2
0.0049,0.0109,0.251826103638871,1,"Randomization/OCT4",-2
0.0022,0.0116,0.189720472602507,0,"Randomization/OCT4",-2
0.0499,0.1895,0.144873714207062,2,"Randomization/OCT4",-2
0.0411,0.1542,0.0998364175967936,1,"Randomization/OCT4",-3
0.0439,0.1538,0.104743731892288,1,"Randomization/OCT4",-3
0.002,0.0088,0.238283861530479,0,"Randomization/OCT4",-2
0.0071,0.019,0.210960427683127,1,"Randomization/OCT4",-2
0.0374,0.1606,0.201642933933988,1,"Randomization/OCT4",-2
0.0553,0.1956,0.165014926707489,2,"Randomization/OCT4",-2
0.0522,0.1956,0.167967499555709,2,"Randomization/OCT4",-2
0.0712,0.3001,0.471283694513395,2,"Randomization/OCT4",-1
0.0254,0.0736,0.30646755170249,2,"Randomization/OCT4",-2
0.0149,0.0557,0.27681074313276,1,"Randomization/OCT4",-2
0.014,0.0524,0.281484051280921,1,"Randomization/OCT4",-2
0.0123,0.055,0.153459372721736,1,"Randomization/OCT4",-2
0.0247,0.0721,0.108080391540769,2,"Randomization/OCT4",-3
0.0224,0.0675,0.111695320537402,2,"Randomization/OCT4",-3
0.0711,0.2585,0.121675166544275,2,"Randomization/OCT4",-3
0.0688,0.2667,0.128693234626,2,"Randomization/OCT4",-3
0.1205,0.3336,0.057646606840488,3,"Randomization/OCT4",-3
0.1078,0.2783,0.236589711853656,3,"Randomization/OCT4",-2
0.0859,0.2462,0.145520834659365,2,"Randomization/OCT4",-2
0.147,0.2689,0.31842047228663,3,"Randomization/OCT4",-2
0.1431,0.2264,0.0756599984930579,2,"Randomization/OCT4",-3
0.2077,0.4939,0.0550551454043822,4,"Randomization/OCT4",-3
0.276,0.4656,0.0738609234914408,3,"Randomization/OCT4",-3
0.2773,0.4653,0.0737756526127544,3,"Randomization/OCT4",-3
0.0967,0.349,0.314823907263636,3,"Randomization/OCT4",-2
0.0022,0.0139,0.268200162974182,0,"Randomization/OCT4",-2
0.0029,0.0187,0.23288576376538,1,"Randomization/OCT4",-2
0.0354,0.1673,0.142981392073005,1,"Randomization/OCT4",-2
0.0551,0.1896,0.155268276801355,2,"Randomization/OCT4",-2
0.0524,0.1868,0.148983242968751,2,"Randomization/OCT4",-2
0.002,0.0097,0.279364661545843,1,"Randomization/OCT4",-2
0.0028,0.0156,0.201390636651769,0,"Randomization/OCT4",-2
0.0562,0.2099,0.175802743750165,2,"Randomization/OCT4",-2
0.03,0.1476,0.212262175215666,1,"Randomization/OCT4",-2
0.0278,0.1516,0.193183754709472,1,"Randomization/OCT4",-2
0.0878,0.347,0.481417346537378,3,"Randomization/OCT4",-1
0.0171,0.0565,0.279997227086797,1,"Randomization/OCT4",-2
0.0175,0.0574,0.310333824686941,2,"Randomization/OCT4",-2
0.0163,0.059,0.304281035221492,2,"Randomization/OCT4",-2
0.0141,0.058,0.136452286360116,2,"Randomization/OCT4",-2
0.0159,0.0486,0.139425683492527,1,"Randomization/OCT4",-2
0.0173,0.0527,0.143703850687584,1,"Randomization/OCT4",-2
0.0812,0.3484,0.0848846273681802,3,"Randomization/OCT4",-3
0.0841,0.3399,0.0753466110625209,3,"Randomization/OCT4",-3
0.0979,0.2583,0.119872207915645,2,"Randomization/OCT4",-3
0.3589,0.5789,0.375969433672314,4,"Randomization/OCT4",-1
0.2475,0.3327,0.308445990464383,3,"Randomization/OCT4",-2
0.1598,0.2688,0.265163011840246,2,"Randomization/OCT4",-2
0.272,0.4325,0.227381684852194,4,"Randomization/OCT4",-2
0.1768,0.3383,0.175883536110861,3,"Randomization/OCT4",-2
0.1802,0.3433,0.170355323640385,3,"Randomization/OCT4",-2
0.158,0.2707,0.213254553569321,2,"Randomization/OCT4",-2
0.2609,0.3396,0.105247190795311,3,"Randomization/OCT4",-3
0.1583,0.3447,0.0851605184945946,3,"Randomization/OCT4",-3
0.2397,0.4226,0.104890217562106,4,"Randomization/OCT4",-3
0.2482,0.4343,0.101333744223366,4,"Randomization/OCT4",-3
0.3701,0.6288,0.394346811591731,4,"Randomization/OCT4",-1
0.4442,0.5293,0.302352916560586,4,"Randomization/OCT4",-2
0.2668,0.4007,0.285346867896235,3,"Randomization/OCT4",-2
0.2775,0.4118,0.283978913799027,3,"Randomization/OCT4",-2
0.2826,0.4244,0.0407690154864194,3,"Randomization/OCT4",-4
0.4134,0.5,0.0778878083071492,4,"Randomization/OCT4",-3
0.4238,0.5079,0.0785542370712157,4,"Randomization/OCT4",-3
0.3082,0.5798,0.000604712852433377,4,"Randomization/OCT4",-8
0.3107,0.5816,0.000304338334003026,4,"Randomization/OCT4",-9
0.5657,0.6814,0.0749590104719923,5,"Randomization/OCT4",-3
0.1353,0.2016,0.340739357209513,3,"Randomization/OCT4",-2
0.0673,0.1594,0.273187716832796,2,"Randomization/OCT4",-2
0.2971,0.4327,0.35448742186699,4,"Randomization/OCT4",-2
0.1197,0.3253,0.249352528447104,3,"Randomization/OCT4",-2
0.1188,0.3299,0.246203580941102,3,"Randomization/OCT4",-2
0.0938,0.2868,0.446177744739026,3,"Randomization/OCT4",-1
0.0315,0.0742,0.243800333419736,1,"Randomization/OCT4",-2
0.0447,0.0802,0.26337024959995,2,"Randomization/OCT4",-2
0.0415,0.0754,0.265505136422361,2,"Randomization/OCT4",-2
0.0445,0.0826,0.182167872637444,2,"Randomization/OCT4",-2
0.0267,0.0652,0.187950275544708,1,"Randomization/OCT4",-2
0.0281,0.066,0.190074997273088,1,"Randomization/OCT4",-2
0.0794,0.235,0.151566897616906,3,"Randomization/OCT4",-2
0.0815,0.2341,0.150744085648418,3,"Randomization/OCT4",-2
0.0728,0.1755,0.102459604082806,2,"Randomization/OCT4",-3
0.1021,0.2348,0.36833930497993,2,"Randomization/OCT4",-1
0.0482,0.0823,0.216378978282506,2,"Randomization/OCT4",-2
0.024,0.0513,0.209916615396869,1,"Randomization/OCT4",-2
0.0232,0.0505,0.208706056071524,1,"Randomization/OCT4",-2
0.0261,0.0564,0.174983403141973,1,"Randomization/OCT4",-2
0.0519,0.0856,0.16431939968866,2,"Randomization/OCT4",-2
0.0513,0.0839,0.16749949506023,2,"Randomization/OCT4",-2
0.0761,0.1805,0.159065395909663,2,"Randomization/OCT4",-2
0.0772,0.1933,0.155541736610294,2,"Randomization/OCT4",-2
0.0861,0.238,0.15227171514177,3,"Randomization/OCT4",-2
0.3133,0.4477,0.451842360287561,4,"Randomization/OCT4",-1
0.1272,0.3626,0.412213329617677,3,"Randomization/OCT4",-1
0.1224,0.3576,0.417753335386608,3,"Randomization/OCT4",-1
0.3037,0.5679,0,4,"Randomization/OCT4",-Inf
0.0026,0.0125,0.168956401515082,0,"Randomization/OVOL",-2
0.0099,0.0221,0.181563822390045,1,"Randomization/OVOL",-2
0.0653,0.1451,0.0701746368458113,2,"Randomization/OVOL",-3
0.0166,0.0613,0.151040579944643,1,"Randomization/OVOL",-2
0.0174,0.0638,0.152174419542061,1,"Randomization/OVOL",-2
0.1793,0.3605,0.0479364112974888,3,"Randomization/OVOL",-4
0.0058,0.026,0.170385753405599,1,"Randomization/OVOL",-2
0.0012,0.0154,0.208039304718387,0,"Randomization/OVOL",-2
0.0285,0.0749,0.0969145721222925,1,"Randomization/OVOL",-3
0.033,0.1248,0.100860495835099,2,"Randomization/OVOL",-3
0.0311,0.1243,0.0964076858645807,2,"Randomization/OVOL",-3
0.1127,0.2362,0.0353610705686804,2,"Randomization/OVOL",-4
0.2852,0.3665,0.430586301277774,3,"Randomization/OVOL",-1
0.5873,0.646,0.0535165110310772,4,"Randomization/OVOL",-3
0.2558,0.4394,0.000148603499557492,3,"Randomization/OVOL",-9
0.2483,0.4393,0.000279569395665091,3,"Randomization/OVOL",-9
0.2355,0.3133,0.438796182709502,3,"Randomization/OVOL",-1
0.0617,0.1089,0.111368843783085,2,"Randomization/OVOL",-3
0.0181,0.0512,0.113505060657798,1,"Randomization/OVOL",-3
0.0153,0.0456,0.109792517553647,1,"Randomization/OVOL",-3
0.023,0.0611,0.185352274211492,1,"Randomization/OVOL",-2
0.0557,0.0986,0.2837276869608,2,"Randomization/OVOL",-2
0.0569,0.0991,0.280907115252114,2,"Randomization/OVOL",-2
0.1984,0.2581,0.064574849370729,3,"Randomization/OVOL",-3
0.1959,0.2532,0.0685948596110519,3,"Randomization/OVOL",-3
0.0594,0.1461,0.0738422539457054,2,"Randomization/OVOL",-3
0.0603,0.2607,0.278847349023607,3,"Randomization/OVOL",-2
0.0723,0.3026,0.197097693586781,2,"Randomization/OVOL",-2
0.2577,0.447,0,3,"Randomization/OVOL",-Inf
0.0368,0.1741,0.24104342435833,3,"Randomization/OVOLinh",-2
0.0566,0.2307,0.164364799225554,2,"Randomization/OVOLinh",-2
0.003,0.0095,0.10746251704889,1,"Randomization/OVOLinh",-3
9e-04,0.004,0.0995144250063345,0,"Randomization/OVOLinh",-3
0.088,0.3403,0.183186327394645,2,"Randomization/OVOLinh",-2
0.0269,0.0631,0.0590370927962325,2,"Randomization/OVOLinh",-3
0.0067,0.0259,0.0854717276954173,1,"Randomization/OVOLinh",-3
0.0052,0.0219,0.0909290029512421,1,"Randomization/OVOLinh",-3
0.1319,0.2604,0.0538621139123434,3,"Randomization/OVOLinh",-3
8e-04,0.0054,0.124461630055965,0,"Randomization/OVOLinh",-3
0.0015,0.0115,0.106698654175566,1,"Randomization/OVOLinh",-3
0.1167,0.4399,0.129807036977013,3,"Randomization/OVOLinh",-3
0.0104,0.0295,0.0730388629585181,1,"Randomization/OVOLinh",-3
0.0122,0.0458,0.0869378493993879,2,"Randomization/OVOLinh",-3
0.0106,0.0473,0.0802650541362434,2,"Randomization/OVOLinh",-3
0.2811,0.3652,0.182840033931552,3,"Randomization/OVOLinh",-2
0.1448,0.2615,0.012333365229253,2,"Randomization/OVOLinh",-5
0.3212,0.6364,0.042210769126903,4,"Randomization/OVOLinh",-4
0.4578,0.5304,0.0179579533880824,4,"Randomization/OVOLinh",-5
0.2417,0.3864,0.000446696586859074,3,"Randomization/OVOLinh",-8
0.1557,0.2225,0.172895856983872,3,"Randomization/OVOLinh",-2
0.1078,0.3203,0.149909838510462,3,"Randomization/OVOLinh",-2
0.0241,0.0593,0.0906450841921517,1,"Randomization/OVOLinh",-3
0.0516,0.0878,0.114123858272151,2,"Randomization/OVOLinh",-3
0.0482,0.0855,0.119750532852492,2,"Randomization/OVOLinh",-3
0.104,0.2395,0.136942359738005,2,"Randomization/OVOLinh",-2
0.0539,0.0949,0.0562702801868945,2,"Randomization/OVOLinh",-3
0.0208,0.0437,0.0486995325974112,1,"Randomization/OVOLinh",-4
0.0227,0.0453,0.048920465857765,1,"Randomization/OVOLinh",-4
0.4173,0.5488,0.0443540183946402,4,"Randomization/OVOLinh",-4
0.1165,0.3943,0.0421003531151729,3,"Randomization/OVOLinh",-4
0.1135,0.3921,0.0389498756317498,3,"Randomization/OVOLinh",-4
0.1211,0.1683,0.0222748276114012,3,"Randomization/OVOLinh",-4
0.1247,0.1734,0.0210814141258525,3,"Randomization/OVOLinh",-4
0.0494,0.1016,0.0489872780827992,2,"Randomization/OVOLinh",-4
0.2386,0.3867,0,3,"Randomization/OVOLinh",-Inf
